Seção;Descrição da seção;Divisão;Descrição da divisão;Grupo;Descrição do grupo;Classe;Descrição da classe;classe_sdv
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.1;Serviços combinados para apoio a edifícios;81.11-7;Serviços combinados para apoio a edifícios, exceto condomínios prediais;8111
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.1;Serviços combinados para apoio a edifícios;81.12-5;Condomínios prediais;8112
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.2;Atividades de limpeza;81.21-4;Limpeza em prédios e em domicílios;8121
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.2;Atividades de limpeza;81.22-2;Imunização e controle de pragas urbanas;8122
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.2;Atividades de limpeza;81.29-0;Atividades de limpeza não especificadas anteriormente;8129
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81.3;Atividades paisagísticas;81.30-3;Atividades paisagísticas;8130
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.1;Serviços de escritório e apoio administrativo;82.11-3;Serviços combinados de escritório e apoio administrativo;8211
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.1;Serviços de escritório e apoio administrativo;82.19-9;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo;8219
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.2;Atividades de teleatendimento;82.20-2;Atividades de teleatendimento;8220
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.3;Atividades de organização de eventos, exceto culturais e esportivos;82.30-0;Atividades de organização de eventos, exceto culturais e esportivos;8230
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.9;Outras atividades de serviços prestados principalmente às empresas;82.91-1;Atividades de cobrança e informações cadastrais;8291
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.9;Outras atividades de serviços prestados principalmente às empresas;82.92-0;Envasamento e empacotamento sob contrato;8292
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;82;"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.1;Administração do estado e da política econômica e social;84.11-6;Administração pública em geral;8411
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.1;Administração do estado e da política econômica e social;84.12-4;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;8412
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.1;Administração do estado e da política econômica e social;84.13-2;Regulação das atividades econômicas;8413
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.2;Serviços coletivos prestados pela administração pública;84.21-3;Relações exteriores;8421
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.2;Serviços coletivos prestados pela administração pública;84.22-1;Defesa;8422
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.2;Serviços coletivos prestados pela administração pública;84.23-0;Justiça;8423
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.2;Serviços coletivos prestados pela administração pública;84.24-8;Segurança e ordem pública;8424
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.2;Serviços coletivos prestados pela administração pública;84.25-6;Defesa Civil;8425
O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84.3;Seguridade social obrigatória;84.30-2;Seguridade social obrigatória;8430
P;EDUCAÇÃO;85;EDUCAÇÃO;85.1;Educação infantil e ensino fundamental;85.11-2;Educação infantil - creche;8511
P;EDUCAÇÃO;85;EDUCAÇÃO;85.1;Educação infantil e ensino fundamental;85.12-1;Educação infantil - pré-escola;8512
P;EDUCAÇÃO;85;EDUCAÇÃO;85.1;Educação infantil e ensino fundamental;85.13-9;Ensino fundamental;8513
P;EDUCAÇÃO;85;EDUCAÇÃO;85.2;Ensino médio;85.20-1;Ensino médio;8520
P;EDUCAÇÃO;85;EDUCAÇÃO;85.3;Educação superior;85.31-7;Educação superior - graduação;8531
P;EDUCAÇÃO;85;EDUCAÇÃO;85.3;Educação superior;85.32-5;Educação superior - graduação e pós-graduação;8532
P;EDUCAÇÃO;85;EDUCAÇÃO;85.3;Educação superior;85.33-3;Educação superior - pós-graduação e extensão;8533
P;EDUCAÇÃO;85;EDUCAÇÃO;85.4;Educação profissional de nível técnico e tecnológico;85.41-4;Educação profissional de nível técnico;8541
P;EDUCAÇÃO;85;EDUCAÇÃO;85.4;Educação profissional de nível técnico e tecnológico;85.42-2;Educação profissional de nível tecnológico;8542
P;EDUCAÇÃO;85;EDUCAÇÃO;85.5;Atividades de apoio à educação;85.50-3;Atividades de apoio à educação;8550
P;EDUCAÇÃO;85;EDUCAÇÃO;85.9;Outras atividades de ensino;85.91-1;Ensino de esportes;8591
P;EDUCAÇÃO;85;EDUCAÇÃO;85.9;Outras atividades de ensino;85.92-9;Ensino de arte e cultura;8592
P;EDUCAÇÃO;85;EDUCAÇÃO;85.9;Outras atividades de ensino;85.93-7;Ensino de idiomas;8593
P;EDUCAÇÃO;85;EDUCAÇÃO;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.1;Atividades de atendimento hospitalar;86.10-1;Atividades de atendimento hospitalar;8610
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.2;Serviços móveis de atendimento a urgências e de remoção de pacientes;86.21-6;Serviços móveis de atendimento a urgências;8621
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.2;Serviços móveis de atendimento a urgências e de remoção de pacientes;86.22-4;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;8622
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.6;Atividades de apoio à gestão de saúde;86.60-7;Atividades de apoio à gestão de saúde;8660
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.12-3;Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;8712
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;87.2;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";87.20-4;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";8720
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;87.3;Atividades de assistência social prestadas em residências coletivas e particulares;87.30-1;Atividades de assistência social prestadas em residências coletivas e particulares;8730
Q;SAÚDE HUMANA E SERVIÇOS SOCIAIS;88;SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO;88.0;Serviços de assistência social sem alojamento;88.00-6;Serviços de assistência social sem alojamento;8800
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90.0;Atividades artísticas, criativas e de espetáculos;90.02-7;Criação artística;9002
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90.0;Atividades artísticas, criativas e de espetáculos;90.03-5;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;9003
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;91;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.01-5;Atividades de bibliotecas e arquivos;9101
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;91;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.02-3;"Atividades de museus e de exploração, restauração artística
e conservação de lugares e prédios históricos e atrações
similares";9102
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;91;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.03-1;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;9103
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;92;"ATIVIDADES DE EXPLORAÇÃO DE JOGOS DE AZAR E
APOSTAS";92.0;Atividades de exploração de jogos de azar e apostas;92.00-3;Atividades de exploração de jogos de azar e apostas;9200
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.1;Atividades esportivas;93.11-5;Gestão de instalações de esportes;9311
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.1;Atividades esportivas;93.12-3;Clubes sociais, esportivos e similares;9312
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.1;Atividades esportivas;93.13-1;Atividades de condicionamento físico;9313
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.1;Atividades esportivas;93.19-1;Atividades esportivas não especificadas anteriormente;9319
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.2;Atividades de recreação e lazer;93.21-2;Parques de diversão e parques temáticos;9321
R;ARTES, CULTURA, ESPORTE E RECREAÇÃO;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93.2;Atividades de recreação e lazer;93.29-8;"Atividades de recreação e lazer não especificadas
anteriormente";9329
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.1;Atividades de organizações associativas patronais, empresariais e profissionais;94.11-1;Atividades de organizações associativas patronais e empresariais;9411
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.1;Atividades de organizações associativas patronais, empresariais e profissionais;94.12-0;Atividades de organizações associativas profissionais;9412
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.2;Atividades de organizações sindicais;94.20-1;Atividades de organizações sindicais;9420
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.3;Atividades de associações de defesa de direitos sociais;94.30-8;Atividades de associações de defesa de direitos sociais;9430
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.9;Atividades de organizações associativas não especificadas anteriormente;94.91-0;Atividades de organizações religiosas;9491
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.9;Atividades de organizações associativas não especificadas anteriormente;94.92-8;Atividades de organizações políticas;9492
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.9;Atividades de organizações associativas não especificadas anteriormente;94.93-6;"Atividades de organizações associativas ligadas à cultura
e à arte";9493
S;OUTRAS ATIVIDADES DE SERVIÇOS;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;94.9;Atividades de organizações associativas não especificadas anteriormente;94.99-5;Atividades associativas não especificadas anteriormente;9499
S;OUTRAS ATIVIDADES DE SERVIÇOS;95;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;95.1;Reparação e manutenção de equipamentos de informática e comunicação;95.11-8;Reparação e manutenção de computadores e de equipamentos periféricos;9511
S;OUTRAS ATIVIDADES DE SERVIÇOS;95;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;95.1;Reparação e manutenção de equipamentos de informática e comunicação;95.12-6;Reparação e manutenção de equipamentos de comunicação;9512
S;OUTRAS ATIVIDADES DE SERVIÇOS;95;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;95.2;Reparação e manutenção de objetos e equipamentos pessoais e domésticos;95.21-5;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;9521
S;OUTRAS ATIVIDADES DE SERVIÇOS;95;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;95.2;Reparação e manutenção de objetos e equipamentos pessoais e domésticos;95.29-1;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;9529
S;OUTRAS ATIVIDADES DE SERVIÇOS;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96.0;Outras atividades de serviços pessoais;96.01-7;Lavanderias, tinturarias e toalheiros;9601
S;OUTRAS ATIVIDADES DE SERVIÇOS;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96.0;Outras atividades de serviços pessoais;96.02-5;Cabeleireiros e outras atividades de tratamento de beleza;9602
S;OUTRAS ATIVIDADES DE SERVIÇOS;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96.0;Outras atividades de serviços pessoais;96.03-3;Atividades funerárias e serviços relacionados;9603
S;OUTRAS ATIVIDADES DE SERVIÇOS;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96.0;Outras atividades de serviços pessoais;96.09-2;Atividades de serviços pessoais não especificadas anteriormente;9609
T;SERVIÇOS DOMÉSTICOS;97;SERVIÇOS DOMÉSTICOS;97.0;Serviços domésticos;97.00-5;Serviços domésticos;9700
U;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;99;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;99.0;Organismos internacionais e outras instituições extraterritoriais;99.00-8;Organismos internacionais e outras instituições extraterritoriais;9900
